;Prim;BFS;A-Star;IDA;path Length
768;2210086;2769191;337043;164717;678
769;2118804;1266543;155063;156818;678
770;2053267;2095691;312174;129902;746
771;2226763;2929813;344942;270336;670
772;2123192;2293177;257755;60269;730
773;2172344;3069077;634003;622885;726
774;2034251;2595403;480988;272091;766
775;2030154;1467247;185490;165010;718
776;2050927;2474864;439150;231717;862
777;2077551;2812199;1571110;576366;702
778;2079015;1090415;145116;140727;694
779;2073748;2756025;299886;396727;670
780;2132263;1270639;151845;158282;690
781;2227348;2799326;1416339;467530;690
782;2130507;2837067;368933;557934;706
783;2055901;1958768;372151;378588;694
784;2117926;2466087;767415;247516;726
785;2079599;2746955;245175;110592;694
786;2181707;1897328;236398;123465;702
787;2023718;1350803;196901;354890;686
788;2076088;2765095;662382;408430;702
789;2058827;2673813;363374;120539;766
790;2122900;2829754;1663856;634588;710
791;2073456;2943564;1330031;583973;702
792;2090717;2933031;411356;260096;702
793;2072578;3623500;1321839;608549;694
794;2130507;2758073;1653322;796965;686
795;2449703;2345547;853139;308956;846
796;2067896;2626123;399360;174373;722
797;2599792;1105921;185198;69047;686
798;2074626;1850516;230839;317440;662
799;2167663;2608569;624933;437979;742
800;2365734;2602425;203630;96548;714
801;2074333;2178489;301641;128732;714
802;2394992;2874809;268288;118492;678
803;2082232;894391;142483;108251;730
804;2094228;2836775;627859;267996;674
805;2150695;1979832;176128;220307;702
806;2095691;2905237;1259228;570808;678
807;2079599;2818635;803110;569638;694
808;2225885;2804007;368933;155356;742
809;2898508;2210379;207433;78117;706
810;2160057;2837945;285550;189294;670
811;2656259;2761877;321536;144823;686
812;2346717;1795805;279113;109129;698
813;2107979;1160924;158574;149504;674
814;2287325;2092180;163255;61440;742
815;2093057;2826242;808375;431836;730
816;2258653;3076684;668526;535406;690
817;2672350;2758950;511416;490935;694
818;2146598;2824780;1034241;459045;714
819;2076089;2744030;1898791;668819;678
820;2110904;2629927;605624;276187;722
821;2093058;2363101;674963;576366;758
822;2129629;1364262;146286;124050;738
823;2111490;2763047;617912;308371;710
824;2196335;2833264;458752;211530;678
825;2147183;2853159;550035;392631;694
826;2132848;2670301;1831206;402286;778
827;2086621;2833557;495616;406967;754
828;2110904;2800789;1203640;635758;662
829;2168249;2978672;305152;461678;698
830;2139869;3163577;1240211;591872;682
831;2228811;1899960;165888;441784;734
832;2128752;2650992;323292;77824;746
833;2006456;2018160;369226;148334;762
834;2140454;2631389;313929;321536;730
835;2157424;2823609;197486;264777;690
836;2100080;2806055;415159;167351;742
837;2075796;2771532;1769181;760686;746
838;2661232;2751929;717678;549742;730
839;2098909;2248706;248978;64659;702
840;2052390;2240514;201289;149504;706
841;2503536;2019330;261559;276481;698
842;2080477;2648944;1137226;504979;830
843;2079307;2553273;39421399;440028;798
844;2051512;2666205;349916;137216;838
845;2093935;2798155;952321;693980;670
846;2079307;3668556;1450863;318610;686
847;2160057;1343197;187538;276188;678
848;2023426;1351974;148919;67584;710
849;2083110;2340866;327096;139264;730
850;2052391;2674691;736696;397312;766
851;2112367;2135188;395849;349623;730
852;2355787;3125544;365422;580170;678
853;2085451;2379193;241079;149797;770
854;2068774;4703675;1087781;744009;706
855;2083402;2824194;1135763;550620;698
856;2143673;2777968;198364;181394;694
857;2031325;2105931;281746;120247;830
858;2093350;2763632;860746;432713;758
859;2223837;1851686;301348;133998;682
860;3222676;2993593;240787;313051;698
861;2248999;2376560;363959;165595;682
862;2646018;2638119;665308;442953;782
863;2122608;2765387;183150;74020;682
864;2033958;1223827;125806;47981;682
865;2107101;2829168;1689601;629907;710
866;1978662;1856074;251905;309248;794
867;2150694;2861351;3610919;663846;658
868;2096861;3104185;1219732;586021;682
869;2074333;3890911;344064;311003;814
870;2276500;1974858;153893;61733;746
871;2045368;1356947;164717;211530;674
872;2086036;2471938;165303;429787;690
873;1985683;2082525;207726;76069;806
874;2116171;2607398;223818;247809;746
875;2094813;2640752;372444;87771;730
876;2138699;5620887;365422;156819;678
877;2073455;2784404;642780;583388;690
878;2071115;2770361;1882114;770342;722
879;2399087;2773286;2100372;729088;710
880;2079892;2224714;368056;520485;838
881;2085451;2780601;945591;374199;706
882;2066726;1164142;122002;122003;690
883;2368952;2119096;282917;549449;794
884;2131385;2136066;366593;152137;750
885;2147476;2573753;399653;242835;738
886;2105639;2155375;264485;325924;686
887;2148061;1973104;234935;254830;694
888;2046831;2320093;260974;137802;834
889;2123778;2765388;1983636;386487;742
890;2115878;2772117;266240;447635;694
891;2165323;1495041;263607;293742;674
892;2098909;2751929;1515229;685495;702
893;2092180;2294055;475429;285257;774
894;2043613;2129922;271214;110300;750
895;2071993;2810443;1295508;304275;754
896;2162690;2141332;317147;124636;806
897;2083111;2267723;805157;456412;794
898;2099787;1674387;262145;145408;674
899;1992706;1636061;143653;142483;702
900;2101835;2232029;515218;160622;738
901;2003238;1593053;197194;216504;686
902;2149817;2823024;1675265;709194;714
903;2058535;2196628;282039;163841;782
904;2025181;2224715;238153;92453;818
905;2044198;1429213;135753;106496;690
906;2034836;2153328;324169;190757;790
907;2074626;3031920;308078;799599;706
908;2106223;2792304;415159;383855;682
909;2048002;2444144;389120;182857;878
910;2064678;2751929;1715641;618496;734
911;2092765;2897629;529555;329435;686
912;2093935;2915184;1519909;543013;782
913;2045369;2615883;544769;242835;778
914;2062923;2680249;1597149;677888;766
915;2210087;1715933;165010;128439;698
916;2822147;2239636;182565;136046;754
917;2192240;2778261;928330;431251;686
918;3523733;2556784;272384;125806;806
919;2063508;1935654;222647;86016;758
920;2808396;2603303;336750;184612;694
921;2114708;2442681;322706;678767;806
922;2100957;2504706;566712;248686;690
923;2031325;1645131;146285;318610;690
924;2110905;2371586;1407270;700709;762
925;2079599;2940052;961684;440906;690
926;2029862;2736130;366300;148919;814
927;2078722;4452063;523411;554716;762
928;2100372;5453828;1517862;714167;674
929;3027239;1273272;243713;318611;670
930;2429223;2138991;406675;198071;790
931;2126996;2884464;1190474;637221;690
932;2098031;1381816;149212;195730;718
933;2128166;2924839;1277660;1720614;698
934;2114708;2579312;444709;276480;666
935;2067604;1787321;350793;269752;706
936;2098324;2174393;216211;387950;794
937;2243732;2313950;177299;49445;670
938;2129337;1809263;316270;119955;682
939;2228810;1980710;263314;69047;742
940;2237588;2995641;226450;145701;690
941;2125240;2849648;389120;715631;686
942;2086329;2818342;848751;330021;686
943;2053560;1103288;244298;263022;718
944;2111490;2789670;889125;473088;670
945;2072285;2552688;167351;387657;686
946;2072870;2713602;1383864;581048;838
947;2071992;2355495;402578;294034;686
948;2091595;2909333;224695;103278;718
949;2099201;1914589;286135;215333;722
950;2135773;3217118;1241089;640147;786
951;2069067;1489190;171447;123758;690
952;2107394;3170306;260389;212700;750
953;2134603;3199564;1703060;637221;698
954;2175855;2842334;340554;466066;690
955;2019915;1569940;197778;118492;734
956;2103882;2745492;608257;271214;694
957;2021670;1135763;136046;225281;698
958;2141917;2690196;952906;466652;750
959;2084866;2847892;534528;362789;746
960;2136651;2324482;250149;215918;794
961;2134603;2816003;1305454;582510;738
962;2539229;2791719;585728;454071;778
963;2171467;2779431;792284;581048;726
964;2063508;2509094;276188;213577;722
965;2213890;2457309;665893;327388;794
966;2172930;2823316;177298;258634;678
967;2036884;2007041;193097;81042;718
968;2411083;2781772;730552;316270;690
969;2196920;2556491;318318;569929;822
970;2125241;2861059;1583983;505563;826
971;2065556;854309;113518;113810;678
972;2151572;2789085;545647;382391;678
973;2132263;2748711;667356;1062913;670
974;2149817;2817465;1140445;492398;722
975;2069066;2527819;478940;205385;806
976;2153913;2825072;1610315;658286;690
977;2126118;2373634;928915;449098;822
978;2127582;2795522;1384742;603575;670
979;2115293;3248131;1760404;770341;702
980;2064093;1559700;132535;208896;698
981;2030447;2531623;369811;288476;686
982;2163568;2884172;376540;251904;734
983;2045661;3038650;343772;241372;686
984;2002360;1160339;133706;59100;714
985;2034543;1189303;179932;86894;694
986;2061752;2716235;1935947;717386;702
987;2088962;2339696;161499;374199;666
988;2091010;2751344;238154;111177;666
989;2046539;1097437;160037;236983;678
990;2135773;2843504;301056;125221;706
991;2073456;2734668;731137;850213;730
992;2152450;2220912;248393;109130;810
993;2054146;3134905;433591;197779;718
994;2173222;2935079;348745;186076;702
995;1979540;2641337;287890;125220;906
996;2036592;1388253;140142;173203;666
997;2088961;2811321;1388838;600358;766
998;2042736;1041556;137216;63195;686
999;2062923;2275330;653898;140142;714
1000;2291421;2847015;195438;126099;694
Average;2144592;2473707;629292;365989;727
Range;1805167;16161366;39307881;31162393;312
