;DFS;BFS;A-Star;IDA;path Length
877;2926;1463;2340;1170;16
878;2634;2926;3218;1755;20
879;3219;2341;4681;2048;24
880;2633;2048;4681;3511;24
881;4681;2048;4681;2340;16
882;2926;2341;3218;2048;24
883;2633;1756;2925;1463;16
884;4096;3218;4681;6436;32
885;2633;2340;4096;3510;28
886;2341;2926;2633;877;16
887;2926;1755;2925;1755;16
888;2634;3219;7021;7607;40
889;5266;2340;4389;1756;16
890;2925;2048;3218;1170;20
891;2633;2926;2633;878;16
892;3219;1756;3219;2048;20
893;2926;2341;3219;1171;20
894;2633;2341;2926;1463;16
895;4388;4974;5852;2926;16
896;2926;1756;2926;2048;20
897;2633;1463;2926;1170;20
898;2633;1756;2925;878;20
899;3511;4681;3219;1756;24
900;3218;2048;2341;1755;16
901;3218;1756;4389;2633;20
902;3218;2633;3218;1171;20
903;2926;3804;4974;3511;16
904;5266;2633;4681;7314;40
905;3219;2341;2926;877;16
906;2633;1755;2340;878;16
907;2926;3218;4096;3804;28
908;2926;2048;2048;585;16
909;2341;2340;4389;5852;24
910;2633;1755;2925;1756;16
911;2341;2341;2926;1170;20
912;3218;2926;3511;1756;24
913;2633;3219;4974;2633;24
914;2633;1756;2926;2048;16
915;2634;1755;4681;1463;16
916;2926;1463;2634;878;16
917;3511;2633;6437;2048;28
918;2926;4682;4389;2048;20
919;3511;4681;2633;1170;20
920;3511;2341;3510;1755;20
921;4096;2048;4973;1463;16
922;4388;3511;6730;4681;28
923;3511;3803;3511;1463;16
924;6144;2633;2926;1170;20
925;6436;3219;3803;1463;20
926;3803;3218;2926;2048;24
927;4974;2341;4096;5559;24
928;4974;2341;4096;4973;24
929;3218;1756;4389;2633;20
930;2634;3218;2633;878;16
931;2341;1463;2340;878;16
932;4681;3511;3803;1463;24
933;2925;2926;5266;10825;40
934;6144;1463;2341;878;16
935;2340;2633;2926;1462;16
936;3803;2048;2926;1462;16
937;3218;1463;2633;878;16
938;2926;3803;2925;2048;20
939;3803;2340;4389;2340;24
940;2925;3219;2633;2925;20
941;3219;2340;4388;4974;32
942;4096;2340;2340;1171;16
943;3218;2048;2926;2048;20
944;2926;2341;6144;2926;16
945;5851;3511;5559;2048;20
946;3218;2634;4096;1755;20
947;4681;2926;3804;3511;28
948;2926;2341;2340;1756;20
949;2633;3219;4389;3804;28
950;2633;1462;2926;1755;20
951;2633;2341;4096;3804;24
952;2926;2048;2925;2048;24
953;2341;2341;4974;2341;20
954;2340;2048;3511;4096;32
955;2341;2341;3804;2048;20
956;3510;2341;2340;1756;20
957;2341;2048;2048;877;16
958;2925;3219;3219;1463;24
959;2926;3219;5266;3219;20
960;2634;1756;2633;1170;16
961;2633;2633;2341;878;20
962;3218;2340;3511;1463;24
963;3218;2633;2633;1463;20
964;2633;2340;3511;2926;28
965;2633;2633;2633;1171;20
966;2048;2341;2633;1755;24
967;3510;2340;3511;4681;32
968;2926;2048;2340;1462;16
969;2633;2341;4389;4974;32
970;2926;2634;2634;877;16
971;3218;2340;4681;4974;36
972;3218;3218;3218;1170;20
973;2925;2048;3804;3218;28
974;5559;1755;2048;878;16
975;2925;1755;3511;2633;20
976;2926;2633;7022;2340;24
977;2926;1462;2926;2633;20
978;2048;2048;3218;4974;24
979;2925;1756;4974;2634;24
980;2926;4096;4389;1755;20
981;3219;1755;3511;1171;24
982;3511;1463;6144;878;16
983;2633;1463;5558;1170;16
984;2341;1755;2341;1463;20
985;2340;3511;2048;877;16
986;2633;2340;4096;6437;36
987;3218;2341;2341;1463;16
988;2633;2048;1755;878;16
989;2926;1756;3218;2633;24
990;4096;2926;2925;1756;20
991;5559;1755;8192;5266;16
992;3219;2340;2340;1170;20
993;2633;2341;2341;1463;16
994;2634;1756;2633;1170;20
995;2925;2633;4388;2340;28
996;4096;1755;4974;2926;24
997;3803;2926;2048;878;16
998;4096;2341;8777;7607;28
999;2926;2926;5558;5851;28
1000;2633;1463;2925;1463;20
Average;4360;2896;4495;3152;21
Range;18725;14629;90112;60563;32
